,source_name,normalized_url,review_source_id,reviewer_source_id,brand_name,product_name,product_source_id,review_date,review_rating,review_content
106,amazon,javycoffee.com,R1QM9XE4Z0VTN5,amzn1.account.AGNFSZDWJSJJ4UHL3WM7YFWIRU5Q,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-17 00:00:00,5.0, The best coffee concentrate on the market bar none! 
107,amazon,acuitybrands.com,R1T5NSZGUHL5EP,amzn1.account.AGWLLHNNYIP7MH6O2HSZSEZ74M7Q,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-07 00:00:00,5.0," My husband and I are able to make delicious, strong coffee with half the time. Iced coffees are easier to make also and don’t require all those dishes. We love Jot and would highly recommend to friends. "
108,amazon,javycoffee.com,R1VGPSX5NJBJFF,amzn1.account.AHMIQE2SYX4F6KO7APY6RYCKQ3GA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-16 00:00:00,5.0, Love it!  Have had it hot and cold....not bitter... 
109,amazon,javycoffee.com,R8YZVOIP6YOIW,amzn1.account.AHBRVFI4362PWMTPAYDW5X32OOBQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-23 00:00:00,5.0," I love how clean tasting JAVY is, as it makes it very reflect alone, or as a great neutral base for any other flavors or adds you put in your coffee. Being a concentrated liquid, I can just boil my electric tea kettle I keep in my office and add a couple (or 3) tsps of the JAVY, and I have a great morning coffee. Also, if I want to do a nice iced coffee, I don't have to worry about a hot coffee melting my ice! Highly recommend! My Keurig is going to be quite lonely from now on! "
110,amazon,acuitybrands.com,R2IUMOBUAKOKGU,amzn1.account.AFYQI57LPNKBCR4QPSEC5S6AYADA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-30 00:00:00,5.0," I was a bit skeptical about this ""concentrated coffee"", but after the first use it because my favorite. Made it hot, cold, with and without milk, and all provide great taste without acid or burnt flavor that I'm use to here. Definitely recommending! "
111,amazon,javycoffee.com,R1V2LIW0IC56JU,amzn1.account.AEXPAAHIPJRXXIMMFCS7QDN2PVHA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-11 00:00:00,5.0, This coffee is amazing!! It’s got great flavor and it’s super easy!! 
112,amazon,javycoffee.com,R269ZTVENABRU0,amzn1.account.AGXTXUF2N5I3FSY3NDSIXOBUYFJA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-14 00:00:00,3.0," Love the flavor of this. Sadly, this bottle will not last long if you appreciate a stronger cup of cold brew. I found the recommended serving size way too small (flavor was watery— not good at all). While I don’t mind adding more, for $20 I went through the bottle in about a week and a half with having only a cup a day. This comes out to about $2 per cup, which is almost just as much as buying a cold brew from across the street. If you would like a weaker coffee this might be good. "
113,amazon,javycoffee.com,R1IE0WWD3WHT7D,amzn1.account.AGMII4RQYTS35QN655OMK6LYREYA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-27 00:00:00,5.0, This micro dose coffee has saved me so much time and money from the first bottle I’ve used alone. I’m able to make an ice coffee in under a minute just how I like it. It’s perfect with your favorite creamer and really does taste great! If you want good coffee that will help out the wallet this is definitely your go too choice! 
114,amazon,javycoffee.com,R12W0JFHFC231E,amzn1.account.AF3N6TIAVZZG54SWN75GAXIH3NOQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-08 00:00:00,5.0, Javy is an incredible find for anyone who loves coffee the way we do in our family! The flavor is amazing and there are so many versatile uses. One of my favorite is simply to use it to make my hot coffee stronger if I want a stronger cup with more caffeine content. Of course the fact that I can now easily create amazing lattes at work or home is also life changing. Amazing idea a big thank you to whoever created this! 
115,amazon,acuitybrands.com,R2BYKNY5HOH282,amzn1.account.AFPXNN3OWV4IFP43RLJ3LKKAI7AQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-05-29 00:00:00,5.0," Amazing taste and was able to make hot, cold, and whipped. "
116,amazon,acuitybrands.com,R2J084J4PCFGYK,amzn1.account.AFN5TBLRGHXREXFHWDVUROPF7WNQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-07-21 00:00:00,3.0," Flavor?!...🤔 Definitely NOT in the Gourmet Coffee Category! Reminds me of my Dad's Tasters Choice. That's just my humble opinion as someone who frequently buys specialty small batch coffee beans from local and other larger coffee roasters and has only been drinking coffee for the last 40 some odd years. But what do I know?, try it for yourself and see what you think. Meh "
117,amazon,acuitybrands.com,R3BJL0RZONNSC8,amzn1.account.AEQ4YJRKTT5ZTRWPJC7KVEM77HXA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-25 00:00:00,5.0, So far so good. Has a good taste and awesome packaging. 
118,amazon,acuitybrands.com,R31DTPMCTVSYFB,amzn1.account.AH3C26MA4LB2QCYWXDZ2AAGEVSOA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-06 00:00:00,5.0, I am a die hard coffee snob! 🤣 Love good quality dark rich smooth coffee. I am in love with cold Brew and make my own because any commercially available was sub par UNTIL NOW! I love love love Jot! So convenient to be able to make it per serving instead of in mass. Thank you. I'll be a repeat customer for sure. 💚 💚 💚 
119,amazon,javycoffee.com,R18LAWZY3UFXDJ,amzn1.account.AG5VRHE3VFCUFGHZGB6B3JVB2XNQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-13 00:00:00,5.0, Really good stuff! Tasty and strong! 
120,amazon,javycoffee.com,R2Z8H3IYC0S2GU,amzn1.account.AHHWIQNKNUJM4FR5ERFGHIDANT6Q,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-19 00:00:00,5.0," Although I haven't bought it through Amazon, I've been drinking this alot! You can make it any strength you want, just by using more or less. I use it in milk. Tastes great! "
121,amazon,javycoffee.com,R39KG60ZGM8THS,amzn1.account.AGA53TISRMLJVHCXSWGKUEI5QKAQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-03 00:00:00,5.0, This product is great! 
122,amazon,javycoffee.com,RZAA18S9TCW8E,amzn1.account.AHJKGHTU4NYC25DID2WZL6XY4ULQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-20 00:00:00,5.0," I was so excited to finally find decaf coffee concentrate! I’ve made iced coffee and cream with it. It is delicious, tastes like smooth cold brew! "
123,amazon,acuitybrands.com,R35FBTOSEFBHVS,amzn1.account.AFOER7AVZ5TOHD2RQIMEIQWH4RFQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-25 00:00:00,4.0," I make a pot of coffee almost everyday. I buy whole bean coffee from my local ""gourmet"" coffee shop, not because I am a coffee snob, but because it is a local business and she sells coffee that I like to drink (and I bought a coffee grinder because I had won a Starbucks gift basket at a charity auction that had whole bean coffee in it - so, here I am...). Sometimes, I feel like an iced coffee. I have tried other versions of these types of ""concentrated"" coffees, and decided to give Jot a try, too. The bottle is, by far, the coolest packaging I have seen. It came in a nifty box, like an old-school apothecary arriving with the elixir of life, or health, or something like that. Cool, cool, cool... It is 1 TBSP to 8 oz. of water/milk. Here is what I found - I think 8 oz water and another oz or so of cream/creamer is about right. It is just a bit bitter still, but certainly enjoyable. There are other options in the ""coffee concentrate"" aisle that I might like a bit better, but this is a good price point, so... "
124,amazon,javycoffee.com,R2W6013RYY2OO9,amzn1.account.AGVPONRR36EM22PNUHO5O2VNAD6A,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-01-30 00:00:00,5.0,  Your browser does not support HTML5 video.  Love that it works so well for cold AND hot because I used to just use old coffee for iced coffees in the afternoon but this tastes so much better and is JUST as convenient! 
125,amazon,acuitybrands.com,R2SLIKGU0TXOP7,amzn1.account.AGRLULV5QCQOCL55VSPIBZUOMJGQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-04 00:00:00,5.0," So busy are we not? In this fast paced society of work family and self actualizing moments. This product is quick easy and the juice is worth the squeeze. Hot or cold, it suits all weather moments and is convenient to every taste bud. You alter it’s flavor to your liking and add a spoon full. Impactful, rich and tasteful. Don’t take my word for it. Try it yourself. I bet you’ll approve. "
126,amazon,acuitybrands.com,R1POH4WV1IGIXP,amzn1.account.AFXGPGRRJVNUT5UCWIM6ZL3XW2OQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-23 00:00:00,5.0," Jot is the most amazing coffee ever. Jot is more like concentrated espresso because it is so smooth and doesn’t have any of the rough compounds in most coffee. We use it for everything: instant iced-lattes (just add one tablespoon of Jot to a glass of milk and ice), instant affogatos (one spoonful of Jot over ice cream), and perfect hot coffee that only requires boiling water. And the possibilities for cooking with Jot are endless (marinades, cakes, pastas, tiramisu...). Plus, Jot is organic and responsibly sourced and created. Coffee really doesn’t get any better than this. Even the bottle is perfect and beautiful! "
127,amazon,acuitybrands.com,R3Q4QTTXWY0K65,amzn1.account.AGDVYTPP2LQA25RHCTRLDELGFELA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-05 00:00:00,5.0," Where has this concentrated coffee been all my life?  I received my bottle late last night couldn’t wait to try it this morning.  I love iced coffee.  It is 83 degrees here in Minnesota at 7 am.  We are in the middle of a heat wave.  This coffee is so smooth and best of all, no more watered down iced coffees.  It is super fast and easy to make.  You can make iced or hot coffee for a crowd to their desired strength.  I believe I have gone to coffee heaven. "
128,amazon,acuitybrands.com,R26JN5L98KH0GL,amzn1.account.AHQIBIXBGKSASMGRZFYL3QM533YQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-10 00:00:00,5.0," Absolutely love having Jot on hand in the office! Tastes delicious, and it’s so incredibly easy for a good cup. "
129,amazon,acuitybrands.com,R3D1LU53HJI67K,amzn1.account.AHY6OWTICZUKKR3IWW4N7PEHNB5Q,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-23 00:00:00,5.0," Jot is an amazing product  I absolutely LOVE it!!  Add a little to some iced cold water, and BAM!  Magic.  This stuff will get you through your afternoon slump, no problem!!  Better than Starbucks by far!! "
130,amazon,javycoffee.com,RTCBAHL9EYH9R,amzn1.account.AHPWECIISPUA6MDO2OV4VWFFCCSQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-01 00:00:00,5.0, My wife is a huge iced coffee drinker but I love a nice hot latte. It takes me like 15 seconds to make both of our coffees in the morning which saves me a ton of time before work. Oh and it’s extremely delicious!!! 
131,amazon,javycoffee.com,RSRE0K92GI29L,amzn1.account.AGNKLYSY2PLSTFU4HXBXZ5XD73KA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-02 00:00:00,5.0, You get the coffee flavor from 1-2 to two drops and you good for the day! love the idea of just mixing it with water and not in powder form.  Something different.  Perfect for people who is always on the go.  Hot or cold you get the coffee cravings satisfied! 
132,amazon,javycoffee.com,R1MLOX9F88TC8F,amzn1.account.AEBIN3L4HX47IKH423KY43Z6MH5Q,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-28 00:00:00,5.0, Javy Coffee has changed my life. Its taste is far superior than the specialty coffees at most cafes. I can make my favorite soy latte in lickety-split without any ground coffee mess or clean up.  I don't think I can go back to Starbucks for coffee. 
133,amazon,javycoffee.com,RE9GYG44OPXUO,amzn1.account.AEXIQONQJ3XHSPYCR4JPYV3WTMLA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-08 00:00:00,5.0, Making the coffee is so easy. It definitely makes it easier to get started with my day. The flavor was also very smooth! I wasn't expecting it to be so good. I'll be buying more. 
134,amazon,acuitybrands.com,R3N5WV47XDAXNH,amzn1.account.AGMMPRI3FM2JWHWSBUQH5D5SHTKQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-07-14 00:00:00,5.0," I love how it comes in a glass bottle and the spout is an easy mess free pour every time! I will definitely reuse these bottles due to the spout. Compared to other micro-dose ultra coffee, this coffee mg is a little less than others on the market. As a coffee lover, I have a keurig machine as well as when I am at the office, I do stop by the local coffee shop at least 2-3 times per week for my morning coffee, which adds up. Since I tried this, I am able to control how strong or light I want my coffee as well it is easy to carry around to and from the office. Since I got this, I have been putting my keurig machine on hold for coffee. "
135,amazon,javycoffee.com,R3VC07SIQFQFL8,amzn1.account.AGFVKJCIHIXTRINIEADCGWYPVXSA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-06 00:00:00,5.0, Holy!! I am pretty blown away. I’m a mom of two and I cut 30 minutes out of my mornings by making coffee with Javy! Now my husband loves it and I have to order twice as much lol! 
136,amazon,acuitybrands.com,R5820S7EYG921,amzn1.account.AGI2A2ZFPIUDYRTA25T7OUORJIUA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-05-22 00:00:00,5.0, Jot has a great flavor and is super easy to make a quick cup! 
137,amazon,javycoffee.com,R23Q6B3H2UCX2K,amzn1.account.AFJTSTBTBFQUY5L4CPGGCOVB6F6A,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-25 00:00:00,5.0," This stuff is great! It’s perfect for when you want that quick cup of coffee without making a whole pot. Love the smooth, robust flavor as well. 😃 "
138,amazon,javycoffee.com,RV8CFCGO5VFGC,amzn1.account.AFKHAJN5GE72QMGIQ3RAGQN6JPEA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-01 00:00:00,5.0," This is my second order. I was skeptical because I didn't believe it would taste good. I add to my home cold brew for a bolder taste. I was afraid they would discontinue the decaf, they have it in stock and I will re-order as needed. "
139,amazon,javycoffee.com,R1I7NSIYH0E93H,amzn1.account.AHED6F234VKUZIHUFK6OSS7XFUNQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-22 00:00:00,5.0," Very strong coffee with subtle taste. The caffeine strength is definitely strong, one micro dose lasts all day. The taste is subtle, I would have liked more of a taste. It’s easy to mix with anything. "
140,amazon,javycoffee.com,R2Z7WAPT3MZ829,amzn1.account.AHEZLWKCFC5CFY5TXZFYKC67D5MA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-17 00:00:00,5.0," This stuff has a nice, smooth flavor and it's very easy to mix to my desired strength.  I've mixed it with hot water, cold, half n half for a quick latte, baileys...  While I still love the smell of fresh brewed wafting through the house when I have time to do it right, LAVY is a good alternative when I just need a quick cup or when I'm travelling.  It also makes a great coffee flavoring if you wanted to add it to something like ice cream for a mocha shake :) "
141,amazon,acuitybrands.com,R33U66HIBIGVH7,amzn1.account.AG6QUKBCW2UNICBFZDLI4CAXQCAA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-07-13 00:00:00,4.0, Taste lacks. 
142,amazon,acuitybrands.com,RKT9HMN95XFWH,amzn1.account.AFKQXVN3PZJIWEQ6Z3MPUPOKRDFQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-07-05 00:00:00,5.0, Love it! So easy to use! Tastes great! 
143,amazon,javycoffee.com,R2601GTNKYSIN0,amzn1.account.AEBNNQHGXSNAFB4O7PWS4PFW6IKQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-07 00:00:00,5.0," Delicious, smooth with no bitterness. "
144,amazon,javycoffee.com,R2DG4GOL8Z90DG,amzn1.account.AHEPVXWQ3US2JERNDAAC4YTM6PAA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-23 00:00:00,5.0, I love how quick and easy microdose has made my coffee! It smells and tastes great! 
145,amazon,acuitybrands.com,R155TA6GJD4OCH,amzn1.account.AH7OH26AAUZGDY45QRWX6QPRKGFA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-17 00:00:00,5.0, This product helps me make a cup of iced coffee in a rush before work. The taste of this coffee is refreshing just mixed with water on ice! Saves me time and money with less visits to the local coffee shop. Recommended by a friend and seemed worth a try. Now I love it! 
146,amazon,acuitybrands.com,RN0UBQIFMF9RU,amzn1.account.AEUXIDOL4U6UPN42UYSVQ6U4TISQ,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-07-18 00:00:00,5.0," I bought this out of curiosity, as well as wanting to have something easy to use before work. I went in with minimal expectations considering convenience doesn't always mean high quality. That's not the case here. Jot legitimately tastes better than the majority of the other store bought coffee's, whethers it's ready to use iced or packaged grounds. I used extra creamy oat milk as the base and it reminded me of coffee shop quality iced latte (without the espresso of course). It was super easy to use as I sometimes find it a challenge getting the proportions right with coffee and dairy. You might buy this for the convenience but you'll stay for the taste. "
147,amazon,javycoffee.com,R3QOX8C9I77M87,amzn1.account.AH7M6QUDV4UIVN3SOS6B64MDXZMQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-02-12 00:00:00,5.0, Great flavor! Have made it as hot and iced coffee. No bitterness taste at all. Definitely a money saver. Will continue to purchase. 
148,amazon,javycoffee.com,R3KHR2V4HXINDB,amzn1.account.AGAV5M5AFHGABH3G5NLCKMENNNVA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-25 00:00:00,5.0, This is some dang good coffee and it doesn’t get any easier to make in the morning!! 
149,amazon,javycoffee.com,RJ5OAMO6LNP9X,amzn1.account.AH4Q5SQNWCMBXLQHW35TXBLB2PEA,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-23 00:00:00,5.0, Great flavor! Super convenient for iced coffees!! Time saver! 
150,amazon,acuitybrands.com,R1SEABXX3T8K05,amzn1.account.AFU2YHFVI2S7G4GI7XJ5R4SHZTLA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-07 00:00:00,5.0, Love it! Doesn’t taste artificial like the other coffee concentrates. This will save me a ton of money every month. 
151,amazon,acuitybrands.com,RF9D2OVCR4Z8R,amzn1.account.AF3MGJE2NOOX2LZNR65ZYQ6S4GNA,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-04-17 00:00:00,5.0," All you have to do is boil water and you have a perfect cup of black coffee. Truly could not be easier. Simple, delicious and no mess. Love it! "
152,amazon,acuitybrands.com,R2S3EUIOC6IU8F,amzn1.account.AFLKKN4TZO3X2LWJOTKZZ262RZ3A,Jot,Jot Concentrated Coffee - 20X Stronger Than Regular Coffee or Cold Brew - 150 mg of Caffeine - Create Instant Iced Coffee or Add a Shot for a Latte - 1 Bottle (14 Servings),B091V5NX6R,2021-06-19 00:00:00,5.0," Made 1st cup hot according to recipe provided, and it yielded a smooth and tasty cup of coffee. My personal taste is such that I’ll tweak formula with high portion of coffee concentrate in future. Nice option to make a single cup instead of using my big drip pot. "
153,amazon,javycoffee.com,RZGSYRB3EOGZ6,amzn1.account.AEAUKL5DD2TACV6HDAEQBQPFERLQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-16 00:00:00,5.0, Loved 
154,amazon,javycoffee.com,R3DF3VUL8CBJ9D,amzn1.account.AE2Q7XFXZAILZLZPO3BH3QGFSZQQ,Javy Coffee,"Javy Coffee Microdose 30X Liquid Coffee Concentrate, Artisan Roasted Cold Brew Coffee Arabica, Unsweetened Iced Coffee & Cold-Brew, Concentrated Cold Brew Coffee, Ice Coffee 6oz. Bottle, 30 Servings",B08SJ4HVSY,2021-03-23 00:00:00,5.0," Love it! Convenient, delicious. Hot or cold, perfect cup "
